ages,accident_damages,Insurance,service_repairs,Name,Price,Mileage,fuel_capacity,wheelbase,dirver_leg_room,dirver_head_room,cargo_capacity,curb_weight,towing_capacity,drive_type_text,transmission_text,torque_num,torque_rpm,dimension_L,dimension_W,dimension_H,mile_per_gallon_city,mile_per_gallon_hwy,engine_cly,engine_fuel,engine_L,color_ext,color_int,torque
4 year(s),No Accidents or Damage Reported,Null,,2019 Dodge Charger GT,"$26,998*",61K miles,18.5 gal,"120.2""","41.8""","38.6""",Null,"3,966 lbs",Null,Rear Wheel Drive,Automatic,264,4800,"198.4"" L "," 75"" W "," 58.2"" H",19 city,30 hwy,6-cyl, Gas, 3.6L,Red,Black,550.0
6 year(s),,Null,,2017 Dodge Charger R/T Scat Pack,"$38,998*",39K miles,18.5 gal,"120.2""","41.8""","38.6""",Null,"4,400 lbs",Null,Rear Wheel Drive,Automatic,475,4100,"200.8"" L "," 75"" W "," 58.2"" H",15 city,25 hwy,8-cyl, Gas, 6.4L,Black,Black,1158.5365853658536
8 year(s),No Accidents or Damage Reported,Null,13 Service Record(s) Reported,2015 Ford Taurus SEL,"$14,599*",117K miles,19 gal,"112.9""","41.9""","39""",Null,"4,035 lbs",Null,Front Wheel Drive,Automatic,254,4000,"202.9"" L "," 76.2"" W "," 60.7"" H",19 city,29 hwy,6-cyl, Gas, 3.5L,Silver,Black,635.0
7 year(s),No Accidents or Damage Reported,Null,,2016 Audi A3 Premium,"$18,998*",90K miles,13.2 gal,"103.8""","41.2""","39.6""",Null,"3,175 lbs",Null,Front Wheel Drive,Automatic,200,1600,"175"" L "," 70.7"" W "," 55.8"" H",23 city,33 hwy,4-cyl, Turbo Gas, 1.8L,White,Gray,1250.0
5 year(s),No Accidents or Damage Reported,Null,,2018 Toyota Camry LE,"$22,998*",60K miles,16 gal,"111.2""","42.1""","38.3""",Null,"3,296 lbs",Null,Front Wheel Drive,Automatic,184,5000,"192.1"" L "," 72.4"" W "," 56.9"" H",28 city,39 hwy,4-cyl, Gas, 2.5L,Black,Black,368.0
11 year(s),No Accidents or Damage Reported,Null,,2012 Kia Forte LX,"$12,998*",65K miles,13.7 gal,"104.3""","43.3""","40.0""",Null,"2,729 lbs",Null,Front Wheel Drive,Manual 6 Speed,144,4300,"178.3"" L "," 69.9"" W "," 57.5"" H",25 city,34 hwy,4-cyl, Gas, 2.0L,White,Gray,334.8837209302326
10 year(s),No Accidents or Damage Reported,Null,,2013 Hyundai Elantra Limited,"$14,998*",90K miles,12.800 gal,"106.300""","43.600""","40.000""",Null,"2,701 lbs",Null,Front Wheel Drive,Automatic,130,4700,"178.300"" L "," 69.900"" W "," 56.500"" H",28 city,38 hwy,4-cyl, Gas, 1.8L,Gray,Gray,276.59574468085106
6 year(s),,Null,,2017 Mercedes-Benz C300,"$24,998*",40K miles,17.4 gal,"111.8""","41.7""","37.1""",Null,"3,417 lbs",Null,Rear Wheel Drive,Automatic,273,1300,"184.5"" L "," 71.3"" W "," 56.8"" H",24 city,34 hwy,4-cyl, Turbo Gas, 2.0L,Black,Tan,2100.0
6 year(s),No Accidents or Damage Reported,Null,,2017 Dodge Charger Daytona,"$35,998*",22K miles,18.5 gal,"120.2""","41.8""","38.6""",Null,"4,264 lbs",Null,Rear Wheel Drive,Automatic,395,4200,"198.4"" L "," 75"" W "," 58.2"" H",16 city,25 hwy,8-cyl, Gas, 5.7L,Yellow,Black,940.4761904761905
6 year(s),,Null,,2017 Kia Optima Hybrid Premium,"$16,998*",90K miles,15.9 gal,"110.4""","45.5""","39.8""",Null,"3,486 lbs",Null,Front Wheel Drive,Automatic,271,1770,"191.1"" L "," 73.2"" W "," 57.5"" H",39 city,46 hwy,4-cyl, Hybrid, 2.0L,Silver,Black,1531.0734463276838
3 year(s),No Accidents or Damage Reported,Null,,2020 Toyota Corolla LE,"$24,998*",10K miles,13.2 gal,"106.3""","42""","38.3""",Null,"2,955 lbs",Null,Front Wheel Drive,Automatic,126,3900,"182.3"" L "," 70.1"" W "," 56.5"" H",30 city,38 hwy,4-cyl, Gas, 1.8L,White,Black,323.0769230769231
6 year(s),,Null,2 Service Record(s) Reported,2017 Audi A4 Premium,"$24,998*",32K miles,15.3 gal,"111""","41.3""","38.9""",Null,"3,483 lbs",Null,Front Wheel Drive,Automatic,273,1600,"186.1"" L "," 72.5"" W "," 56.2"" H",25 city,33 hwy,4-cyl, Turbo Gas, 2.0L,Gray,Black,1706.25
7 year(s),No Accidents or Damage Reported,Null,,2016 Audi A6 Premium Plus,"$23,998*",75K miles,19.8 gal,"114.6""","41.3""","37.2""",Null,"4,178 lbs",Null,All Wheel Drive,Automatic,325,2900,"194.2"" L "," 73.8"" W "," 57.8"" H",20 city,29 hwy,6-cyl, Supercharged Gas, 3.0L,Black,Black,1120.6896551724137
7 year(s),,Null,,2016 Kia Optima EX,"$14,599*",124K miles,18.5 gal,"110.4""","45.5""","39.8""",Null,"3,362 lbs",Null,Front Wheel Drive,Automatic,178,4000,"191.1"" L "," 73.2"" W "," 57.7"" H",24 city,35 hwy,4-cyl, Gas, 2.4L,Burgundy,Black,445.0
9 year(s),No Accidents or Damage Reported,Null,,2014 Audi A6 Premium Plus,"$22,998*",41K miles,19.8 gal,"114.7""","41.3""","37.2""",Null,"3,957 lbs",Null,All Wheel Drive,Automatic,258,1500,"193.9"" L "," 73.8"" W "," 57.8"" H",20 city,29 hwy,4-cyl, Turbo Gas, 2.0L,Black,Black,1719.9999999999998
7 year(s),No Accidents or Damage Reported,Null,,2016 Ford Taurus Limited,"$15,998*",122K miles,19 gal,"112.9""","41.9""","39""",Null,"3,917 lbs",Null,Front Wheel Drive,Automatic,254,4000,"202.9"" L "," 76.2"" W "," 60.7"" H",18 city,27 hwy,6-cyl, Gas, 3.5L,Black,Black,635.0
10 year(s),,Null,2 Service Record(s) Reported,2013 Nissan Maxima SV,"$14,998*",98K miles,20.000 gal,"109.300""","43.800""","38.800""",Null,"3,568 lbs",Null,Front Wheel Drive,Automatic,261,4400,"190.600"" L "," 73.200"" W "," 57.800"" H",19 city,26 hwy,6-cyl, Gas, 3.5L,Brown,Tan,593.1818181818181
Current Year,No Accidents or Damage Reported,Null,,2023 Mitsubishi Mirage G4 Black Edition,"$19,998*",6K miles,9.2 gal,"100.4""","41.7""","38.9""",Null,"2,172 lbs",Null,Front Wheel Drive,Automatic,74,4000,"169.5"" L "," 65.7"" W "," 59.2"" H",35 city,41 hwy,3-cyl, Gas, 1.2L,Gray,Black,185.0
1 year(s),,Null,,2022 Toyota Corolla SE,"$25,998*",4K miles,13.2 gal,"106.3""","42""","38.3""",Null,"3,110 lbs",Null,Front Wheel Drive,Automatic,151,4400,"182.5"" L "," 70.1"" W "," 56.5"" H",31 city,40 hwy,4-cyl, Gas, 2.0L,Blue,Black,343.1818181818182
6 year(s),,Null,,2017 Honda Civic LX,"$17,998*",118K miles,12.4 gal,"106.3""","42.3""","39.3""",Null,"2,761 lbs",Null,Front Wheel Drive,Automatic,138,4200,"182.3"" L "," 70.8"" W "," 55.7"" H",31 city,40 hwy,4-cyl, Gas, 2.0L,Gray,Gray,328.57142857142856
7 year(s),,Null,,2016 Honda Accord EX-L,"$18,998*",109K miles,17.2 gal,"109.3""","42.5""","37.6""",Null,"3,360 lbs",Null,Front Wheel Drive,Automatic,181,3900,"192.5"" L "," 72.8"" W "," 57.7"" H",27 city,37 hwy,4-cyl, Gas, 2.4L,White,Tan,464.1025641025641
4 year(s),,Null,,2019 Chevrolet Sonic LT,"$16,998*",45K miles,12.2 gal,"99.40""","41.80""","38.70""",Null,"2,880 lbs",Null,Front Wheel Drive,Automatic,148,1850,"173.90"" L "," 68.30"" W "," 59.70"" H",26 city,34 hwy,4-cyl, Turbo Gas, 1.4L,Silver,Black,800.0
9 year(s),,Null,1 Service Record(s) Reported,2014 Mercedes-Benz C300 Sport,"$19,998*",68K miles,17.4 gal,"108.7""","41.7""","37.1""",Null,"3,726 lbs",Null,All Wheel Drive,Automatic,251,3500,"180.8"" L "," 69.7"" W "," 56.3"" H",20 city,27 hwy,6-cyl, Gas, 3.5L,White,Tan,717.1428571428571
2 year(s),,Null,1 Service Record(s) Reported,2021 Nissan Sentra SV,"$20,998*",49K miles,12.4 gal,"106.8""","44""","38.9""",Null,"3,038 lbs",Null,Front Wheel Drive,Automatic,146,4400,"182.7"" L "," 71.5"" W "," 56.9"" H",Null,Null,4-cyl, Gas, 2.0L,Gray,Black,331.8181818181818
4 year(s),No Accidents or Damage Reported,Null,1 Service Record(s) Reported,2019 Nissan Sentra SV,"$19,998*",26K miles,13.2 gal,"106.3""","42.5""","39.4""",Null,"2,880 lbs",Null,Front Wheel Drive,Automatic,125,3600,"182.1"" L "," 69.3"" W "," 58.9"" H",29 city,37 hwy,4-cyl, Gas, 1.8L,Red,Black,347.22222222222223
5 year(s),,Null,5 Service Record(s) Reported,2018 BMW X1 XDrive28i,"$24,998*",60K miles,16.1 gal,"105.1""","40.4""","41.9""",27.1 cu ft,"3,697 lbs",Null,All Wheel Drive,Automatic,258,1450,"175.4"" L "," 71.7"" W "," 62.9"" H",22 city,31 hwy,4-cyl, Turbo Gas, 2.0L,Blue,Black,1779.3103448275863
10 year(s),No Accidents or Damage Reported,Null,,2013 Hyundai Sonata GLS,"$15,998*",63K miles,18.5 gal,"110.0""","45.5""","40.0""",Null,"3,316 lbs",Null,Front Wheel Drive,Automatic,179,4250,"189.8"" L "," 72.2"" W "," 57.9"" H",24 city,35 hwy,4-cyl, Gas, 2.4L,Red,Tan,421.1764705882353
5 year(s),No Accidents or Damage Reported,Null,,2018 Volvo S90 T5 Momentum,"$28,998*",26K miles,14.5 gal,"120.5""","42.2""","37.8""",Null,"3,870 lbs",Null,Front Wheel Drive,Automatic,258,1500,"200.1"" L "," 74.4"" W "," 57.1"" H",24 city,34 hwy,4-cyl, Turbo Gas, 2.0L,Black,Tan,1719.9999999999998
6 year(s),,Null,2 Service Record(s) Reported,2017 Mercedes-Benz E300,"$29,998*",36K miles,17.4 gal,"115.7""","41.3""","37.9""",Null,"3,891 lbs",Null,All Wheel Drive,Automatic,273,1300,"193.8"" L "," 73.7"" W "," 57.8"" H",22 city,29 hwy,4-cyl, Turbo Gas, 2.0L,Black,Black,2100.0
8 year(s),No Accidents or Damage Reported,Null,,2015 Kia Rio LX,"$14,599*",63K miles,11.4 gal,"101.2""","43.8""","40""",Null,"2,480 lbs",Null,Front Wheel Drive,Automatic,123,4850,"171.9"" L "," 67.7"" W "," 57.3"" H",27 city,37 hwy,4-cyl, Gas, 1.6L,Black,Gray,253.60824742268042
11 year(s),No Accidents or Damage Reported,Null,,2012 Toyota Corolla S,"$15,998*",103K miles,13.2 gal,"102.4""","41.7""","38.8""",Null,"2,800 lbs",Null,Front Wheel Drive,Automatic,128,4400,"179.3"" L "," 69.4"" W "," 57.7"" H",26 city,34 hwy,4-cyl, Gas, 1.8L,Black,Black,290.90909090909093
1 year(s),No Accidents or Damage Reported,Null,,2022 Nissan Kicks S,"$21,998*",29K miles,10.8 gal,"103.1""","43.7""","40.4""",25.3 cu ft,"2,682 lbs",Null,Front Wheel Drive,Automatic,114,4000,"169.1"" L "," 69.3"" W "," 63.3"" H",31 city,36 hwy,4-cyl, Gas, 1.6L,White,Black,285.0
7 year(s),No Accidents or Damage Reported,Null,,2016 Chrysler 300 Limited,"$20,998*",44K miles,18.5 gal,"120.2""","41.8""","38.6""",Null,"4,029 lbs",Null,Rear Wheel Drive,Automatic,260,4800,"198.6"" L "," 75"" W "," 58.4"" H",19 city,31 hwy,6-cyl, Gas, 3.6L,Gray,Black,541.6666666666666
4 year(s),No Accidents or Damage Reported,Null,3 Service Record(s) Reported,2019 Audi A4 Premium Plus,"$25,998*",53K miles,15.3 gal,"111""","41.3""","38.9""",Null,"3,627 lbs",Null,All Wheel Drive,Automatic,273,1600,"186.1"" L "," 72.5"" W "," 56.2"" H",23 city,34 hwy,4-cyl, Turbo Gas, 2.0L,Gray,Black,1706.25
6 year(s),No Accidents or Damage Reported,Null,,2017 Audi A3 Premium,"$19,998*",83K miles,13.2 gal,"103.8""","41.2""","39.6""",Null,"3,197 lbs",Null,Front Wheel Drive,Automatic,221,1600,"175.5"" L "," 70.7"" W "," 55.7"" H",26 city,35 hwy,4-cyl, Turbo Gas, 2.0L,White,Gray,1381.25
6 year(s),No Accidents or Damage Reported,Null,1 Service Record(s) Reported,2017 Subaru WRX STI Limited,"$30,998*",54K miles,15.9 gal,"104.3""","43.3""","37.2""",Null,"3,455 lbs",Null,All Wheel Drive,Manual 6 Speed,290,4000,"180.9"" L "," 70.7"" W "," 58.1"" H",17 city,23 hwy,4-cyl, Turbo Gas, 2.5L,Blue,Black,725.0
3 year(s),No Accidents or Damage Reported,Null,,2020 Nissan Altima SR,"$25,998*",23K miles,16.2 gal,"111.2""","43.8""","39.2""",Null,"3,287 lbs",Null,Front Wheel Drive,Automatic,180,3600,"192.9"" L "," 72.9"" W "," 56.9"" H",27 city,37 hwy,4-cyl, Gas, 2.5L,Blue,Black,500.0
6 year(s),No Accidents or Damage Reported,Null,4 Service Record(s) Reported,2017 Lincoln MKZ Premier,"$18,998*",99K miles,18 gal,"112.2""","44.3""","37.9""",Null,"3,900 lbs",Null,All Wheel Drive,Automatic,270,3000,"194.1"" L "," 73.4"" W "," 58.1"" H",20 city,28 hwy,4-cyl, Turbo Gas, 2.0L,Gray,Tan,900.0
9 year(s),No Accidents or Damage Reported,Null,9 Service Record(s) Reported,2014 BMW 528 XI,"$21,998*",58K miles,18.5 gal,"116.9""","41.4""","40.5""",Null,"4,001 lbs",Null,All Wheel Drive,Automatic,260,1250,"193.4"" L "," 73.2"" W "," 57.6"" H",22 city,33 hwy,4-cyl, Turbo Gas, 2.0L,White,Tan,2080.0
1 year(s),No Accidents or Damage Reported,Null,,2022 Toyota Corolla LE,"$22,998*",37K miles,13.2 gal,"106.3""","42""","38.3""",Null,"2,955 lbs",Null,Front Wheel Drive,Automatic,126,3900,"182.3"" L "," 70.1"" W "," 56.5"" H",30 city,38 hwy,4-cyl, Gas, 1.8L,Black,Black,323.0769230769231
1 year(s),No Accidents or Damage Reported,Null,,2022 Nissan Kicks SR,"$24,998*",15K miles,10.8 gal,"103.1""","43.7""","40.4""",25.3 cu ft,"2,744 lbs",Null,Front Wheel Drive,Automatic,114,4000,"169.1"" L "," 69.3"" W "," 63.4"" H",31 city,36 hwy,4-cyl, Gas, 1.6L,White,Black,285.0
6 year(s),No Accidents or Damage Reported,Null,,2017 Hyundai Accent SE,"$15,998*",45K miles,11.4 gal,"101.2""","41.8""","39.9""",Null,"2,480 lbs",Null,Front Wheel Drive,Manual 6 Speed,123,4850,"172"" L "," 66.9"" W "," 57.1"" H",27 city,37 hwy,4-cyl, Gas, 1.6L,Gray,Gray,253.60824742268042
9 year(s),No Accidents or Damage Reported,Null,8 Service Record(s) Reported,2014 Audi A8 L,"$29,998*",59K miles,23.8 gal,"122.9""","41.4""","37.2""",Null,"4,619 lbs",Null,All Wheel Drive,Automatic,444,1500,"207.4"" L "," 76.7"" W "," 57.9"" H",16 city,26 hwy,8-cyl, Turbo Gas, 4.0L,White,Tan,2960.0
1 year(s),No Accidents or Damage Reported,Null,,2022 Kia K5 GT-Line,"$26,998*",11K miles,15.8 gal,"112.2""","46.1""","40.2""",Null,Null,Null,Front Wheel Drive,Automatic,195,1500,"193.1"" L "," 73.2"" W "," 56.9"" H",Null,Null,4-cyl, Turbo Gas, 1.6L,White,Gray,1300.0
9 year(s),No Accidents or Damage Reported,Null,,2014 Mercedes-Benz C250 Sport,"$19,998*",59K miles,17.4 gal,"108.7""","41.7""","37.1""",Null,"3,428 lbs",Null,Rear Wheel Drive,Automatic,229,2000,"180.8"" L "," 69.7"" W "," 56.3"" H",22 city,31 hwy,4-cyl, Turbo Gas, 1.8L,Silver,Black,1145.0
4 year(s),No Accidents or Damage Reported,Null,,2019 Cadillac CTS Luxury,"$27,998*",52K miles,19.0 gal,"114.6""","45.7""","40.4""",Null,"3,757 lbs",Null,Rear Wheel Drive,Automatic,285,5300,"195.5"" L "," 72.2"" W "," 57.2"" H",19 city,29 hwy,6-cyl, Gas, 3.6L,Red,Gray,537.7358490566038
6 year(s),,Null,1 Service Record(s) Reported,2017 Toyota Avalon Limited,"$27,998*",32K miles,17.2 gal,"111""","42.1""","37.6""",Null,"3,583 lbs",Null,Front Wheel Drive,Automatic,248,4700,"195.3"" L "," 72.2"" W "," 57.5"" H",21 city,30 hwy,6-cyl, Gas, 3.5L,Black,Black,527.6595744680851
5 year(s),,Null,,2018 Hyundai Elantra SEL,"$17,998*",51K miles,14 gal,"106.3""","42.2""","38.8""",Null,"2,811 lbs",Null,Front Wheel Drive,Automatic,132,4500,"179.9"" L "," 70.9"" W "," 56.5"" H",28 city,37 hwy,4-cyl, Gas, 2.0L,Gray,Black,293.3333333333333
6 year(s),,Null,1 Service Record(s) Reported,2017 Cadillac ATS Luxury,"$22,998*",43K miles,16.0 gal,"109.30""","42.50""","38.60""",Null,"3,542 lbs",Null,All Wheel Drive,Automatic,295,3000,"182.80"" L "," 71.10"" W "," 55.90"" H",22 city,30 hwy,4-cyl, Turbo Gas, 2.0L,Red,Gray,983.3333333333333
8 year(s),No Accidents or Damage Reported,Null,4 Service Record(s) Reported,2015 Nissan Sentra SV,"$15,998*",65K miles,13.2 gal,"106.3""","42.5""","39.4""",Null,"2,873 lbs",Null,Front Wheel Drive,Automatic,128,3600,"182.1"" L "," 69.3"" W "," 58.9"" H",29 city,39 hwy,4-cyl, Gas, 1.8L,Gray,Gray,355.55555555555554
5 year(s),No Accidents or Damage Reported,Null,1 Service Record(s) Reported,2018 Audi A4 Premium Plus,"$25,998*",59K miles,15.3 gal,"111""","41.3""","38.9""",Null,"3,626 lbs",Null,All Wheel Drive,Automatic,273,1600,"186.1"" L "," 72.5"" W "," 56.2"" H",24 city,34 hwy,4-cyl, Turbo Gas, 2.0L,Black,Black,1706.25
Current Year,No Accidents or Damage Reported,Null,1 Service Record(s) Reported,2023 Kia Stinger GT-Line,"$43,998*",4K miles,15.9 gal,"114.4""","42.6""","38.3""",Null,"3,792 lbs",Null,All Wheel Drive,Automatic,311,1650,"190.2"" L "," 73.6"" W "," 55.1"" H",Null,Null,4-cyl, Turbo Gas, 2.5L,Gray,Red,1884.8484848484848
2 year(s),No Accidents or Damage Reported,Null,,2021 Toyota Camry SE,"$25,998*",52K miles,15.8 gal,"111.2""","42.1""","38.3""",Null,"3,340 lbs",Null,Front Wheel Drive,Automatic,184,5000,"192.7"" L "," 72.4"" W "," 56.9"" H",28 city,39 hwy,4-cyl, Gas, 2.5L,Black,Black,368.0
7 year(s),No Accidents or Damage Reported,Null,,2016 Audi A6 Premium Plus,"$20,998*",63K miles,19.8 gal,"114.6""","41.3""","37.2""",Null,"3,803 lbs",Null,Front Wheel Drive,Automatic,273,1600,"194.2"" L "," 73.8"" W "," 57.8"" H",24 city,34 hwy,4-cyl, Turbo Gas, 2.0L,Gray,Black,1706.25
1 year(s),No Accidents or Damage Reported,Null,,2022 Nissan Versa SV,"$19,998*",32K miles,10.8 gal,"103.1""","44.5""","39.5""",Null,"2,657 lbs",Null,Front Wheel Drive,Automatic,114,4400,"177"" L "," 68.5"" W "," 57.3"" H",Null,Null,4-cyl, Gas, 1.6L,Red,Black,259.0909090909091
8 year(s),No Accidents or Damage Reported,Null,,2015 Kia K900 Luxury,"$22,998*",57K miles,19.8 gal,"119.9""","45.9""","40.2""",Null,"4,555 lbs",Null,Rear Wheel Drive,Automatic,376,5000,"200.6"" L "," 74.8"" W "," 58.5"" H",15 city,23 hwy,8-cyl, Gas, 5.0L,White,Gray,752.0
6 year(s),No Accidents or Damage Reported,Null,,2017 Lexus GS 350 F-Sport,"$32,998*",58K miles,17.4 gal,"112.2""","42.3""","38""",Null,"3,891 lbs",Null,All Wheel Drive,Automatic,280,4800,"192.1"" L "," 72.4"" W "," 57.9"" H",19 city,27 hwy,6-cyl, Gas, 3.5L,Silver,Black,583.3333333333334
5 year(s),No Accidents or Damage Reported,Null,,2018 Nissan Altima SV,"$16,998*",116K miles,18 gal,"109.3""","45""","40""",Null,"3,233 lbs",Null,Front Wheel Drive,Automatic,177,4000,"191.9"" L "," 72"" W "," 57.8"" H",27 city,38 hwy,4-cyl, Gas, 2.5L,White,Tan,442.5
1 year(s),No Accidents or Damage Reported,Null,,2022 Toyota Camry SE,"$26,998*",33K miles,15.8 gal,"111.2""","42.1""","38.3""",Null,"3,340 lbs",Null,Front Wheel Drive,Automatic,184,5000,"192.7"" L "," 72.4"" W "," 56.9"" H",28 city,39 hwy,4-cyl, Gas, 2.5L,Gray,Gray,368.0
9 year(s),,Null,,2014 Ford Fiesta SE,"$12,599*",92K miles,12.4 gal,"98""","42.2""","39.1""",Null,"2,578 lbs",Null,Front Wheel Drive,Manual 5 Speed,125,2500,"173.6"" L "," 67.8"" W "," 58"" H",31 city,43 hwy,3-cyl, Turbo Gas, 1.0L,Silver,Black,500.0
3 year(s),No Accidents or Damage Reported,Null,,2020 Acura ILX Technology,"$22,998*",67K miles,13.2 gal,"105.1""","42.3""","38""",Null,"3,124 lbs",Null,Front Wheel Drive,Automatic,180,3600,"182.2"" L "," 70.6"" W "," 55.6"" H",24 city,34 hwy,4-cyl, Gas, 2.4L,White,Brown,500.0
7 year(s),No Accidents or Damage Reported,Null,,2016 Infiniti Q50 Premium,"$19,998*",82K miles,20 gal,"112.2""","44.5""","39.5""",Null,"3,787 lbs",Null,All Wheel Drive,Automatic,258,1500,"188.3"" L "," 71.8"" W "," 57.2"" H",22 city,28 hwy,4-cyl, Turbo Gas, 2.0L,Brown,Tan,1719.9999999999998
3 year(s),No Accidents or Damage Reported,Null,,2020 Nissan Versa SV,"$17,998*",57K miles,10.8 gal,"103.1""","44.5""","39.5""",Null,"2,657 lbs",Null,Front Wheel Drive,Automatic,114,4000,"177"" L "," 68.5"" W "," 57.3"" H",32 city,40 hwy,4-cyl, Gas, 1.6L,Gray,Black,285.0
1 year(s),No Accidents or Damage Reported,Null,,2022 Kia K5 LXS,"$22,998*",39K miles,15.8 gal,"112.2""","46.1""","40.2""",Null,Null,Null,Front Wheel Drive,Automatic,195,1500,"193.1"" L "," 73.2"" W "," 56.9"" H",Null,Null,4-cyl, Turbo Gas, 1.6L,Silver,Black,1300.0
4 year(s),No Accidents or Damage Reported,Null,2 Service Record(s) Reported,2019 Ford Fusion SE,"$18,998*",70K miles,16.5 gal,"112.2""","44.3""","39.2""",Null,"3,470 lbs",Null,Front Wheel Drive,Automatic,185,4320,"191.7"" L "," 75.2"" W "," 58.1"" H",23 city,34 hwy,4-cyl, Turbo Gas, 1.5L,White,Black,428.24074074074076
5 year(s),No Accidents or Damage Reported,Null,2 Service Record(s) Reported,2018 Dodge Charger SXT,"$23,998*",68K miles,18.5 gal,"120.2""","41.8""","38.6""",Null,"3,934 lbs",Null,Rear Wheel Drive,Automatic,260,4800,"198.4"" L "," 75"" W "," 58.2"" H",19 city,30 hwy,6-cyl, Gas, 3.6L,Gray,Black,541.6666666666666
11 year(s),,Null,6 Service Record(s) Reported,2012 Toyota Camry LE,"$15,998*",105K miles,17.0 gal,"109.3""","41.6""","38.8""",Null,"3,190 lbs",Null,Front Wheel Drive,Automatic,170,4100,"189.2"" L "," 71.7"" W "," 57.9"" H",25 city,35 hwy,4-cyl, Gas, 2.5L,Silver,Gray,414.63414634146346
3 year(s),,Null,,2020 Honda Civic EX-L,"$24,998*",38K miles,12.4 gal,"106.3""","42.3""","37.5""",Null,"2,928 lbs",Null,Front Wheel Drive,Automatic,162,1700,"182.7"" L "," 70.9"" W "," 55.7"" H",32 city,42 hwy,4-cyl, Turbo Gas, 1.5L,Black,Black,952.9411764705882
Current Year,No Accidents or Damage Reported,Null,1 Service Record(s) Reported,2023 Nissan Kicks S,"$23,998*",17K miles,10.8 gal,"103.1""","43.7""","40.4""",25.3 cu ft,"2,682 lbs",Null,Front Wheel Drive,Automatic,114,4000,"169.1"" L "," 69.3"" W "," 63.3"" H",31 city,36 hwy,4-cyl, Gas, 1.6L,Gray,Black,285.0
4 year(s),,Null,,2019 Honda Accord LX,"$25,998*",18K miles,14.8 gal,"111.4""","42.3""","39.5""",Null,"3,131 lbs",Null,Front Wheel Drive,Automatic,192,1600,"192.2"" L "," 73.3"" W "," 57.1"" H",30 city,38 hwy,4-cyl, Turbo Gas, 1.5L,Silver,Gray,1200.0
4 year(s),No Accidents or Damage Reported,Null,,2019 Ford Fusion Hybrid SE,"$20,998*",38K miles,14 gal,"112.2""","44.3""","39.2""",Null,"3,695 lbs",Null,Front Wheel Drive,Automatic,129,4000,"191.8"" L "," 75.2"" W "," 58"" H",43 city,41 hwy,4-cyl, Hybrid, 2.0L,Silver,Black,322.5
7 year(s),No Accidents or Damage Reported,Null,,2016 Ford Fusion SE,"$17,998*",53K miles,16.5 gal,"112.2""","44.3""","39.2""",Null,"3,431 lbs",Null,Front Wheel Drive,Automatic,185,4320,"191.7"" L "," 72.9"" W "," 58.1"" H",24 city,36 hwy,4-cyl, Turbo Gas, 1.5L,Burgundy,Black,428.24074074074076
4 year(s),,Null,,2019 Kia Forte LXS,"$17,998*",60K miles,14 gal,"106.3""","42.2""","38.8""",Null,"2,762 lbs",Null,Front Wheel Drive,Automatic,132,4500,"182.7"" L "," 70.9"" W "," 56.5"" H",30 city,40 hwy,4-cyl, Gas, 2.0L,White,Black,293.3333333333333
6 year(s),No Accidents or Damage Reported,Null,3 Service Record(s) Reported,2017 Mercedes-Benz S550,"$43,998*",57K miles,21.1 gal,"124.6""","41.4""","39.7""",Null,"4,773 lbs",Null,All Wheel Drive,Automatic,516,1800,"206.5"" L "," 75"" W "," 58.8"" H",16 city,25 hwy,8-cyl, Turbo Gas, 4.7L,Gray,Black,2866.666666666667
7 year(s),,Null,4 Service Record(s) Reported,2016 Acura RLX,"$24,998*",39K miles,18.5 gal,"112.2""","42.3""","37.6""",Null,"4,003 lbs",Null,Front Wheel Drive,Automatic,272,4500,"196.1"" L "," 74.4"" W "," 57.7"" H",20 city,31 hwy,6-cyl, Gas, 3.5L,Burgundy,Tan,604.4444444444445
10 year(s),,Null,2 Service Record(s) Reported,2013 Buick Regal Turbo,"$18,998*",46K miles,18.0 gal,"107.8""","42.1""","38.8""",Null,"3,671 lbs",Null,Front Wheel Drive,Automatic,260,2000,"190.2"" L "," 73.1"" W "," 58.4"" H",18 city,29 hwy,4-cyl, Turbo Gas, 2.0L,Black,Black,1300.0
7 year(s),,Null,1 Service Record(s) Reported,2016 Kia Optima EX,"$17,998*",82K miles,18.5 gal,"110.4""","45.5""","39.8""",Null,"3,362 lbs",Null,Front Wheel Drive,Automatic,178,4000,"191.1"" L "," 73.2"" W "," 57.7"" H",24 city,35 hwy,4-cyl, Gas, 2.4L,Burgundy,Black,445.0
5 year(s),No Accidents or Damage Reported,Null,,2018 Hyundai Elantra SE,"$16,998*",54K miles,14 gal,"106.3""","42.2""","38.8""",Null,"2,811 lbs",Null,Front Wheel Drive,Automatic,132,4500,"179.9"" L "," 70.9"" W "," 56.5"" H",29 city,38 hwy,4-cyl, Gas, 2.0L,Blue,Gray,293.3333333333333
8 year(s),,Null,9 Service Record(s) Reported,2015 Honda Accord EX-L,Price unavailable*,114K miles,17.2 gal,"109.3""","42.5""","37.6""",Null,"3,554 lbs",Null,Front Wheel Drive,Automatic,252,4900,"191.4"" L "," 72.8"" W "," 57.7"" H",21 city,34 hwy,6-cyl, Gas, 3.5L,Black,Black,514.2857142857142
